Unnamed: 0,country,year,population,yearly_%_change,migrants,median_age,fertility_rate,density(P/Km²),urban_pop_%,rank
1263,51,1970,4612366,0.19,-19587.0,29.6,2.19,15,63.7,87
1985,81,2018,7061507,1.56,-14704.0,23.1,2.88,31,34.5,105
1762,71,1980,13653354,3.16,-9558.0,16.6,6.8,31,65.5,50
2623,108,1965,91200,3.16,669.0,21.6,5.22,5,44.6,186
3014,127,1975,484777,0.97,-4746.0,18.4,3.88,194,44.5,160
353,13,1970,9632180,0.4,9458.0,34.6,2.39,318,93.8,55
1975,80,1990,4372885,1.83,-25377.0,21.8,4.06,23,37.8,110
465,19,2019,2303697,2.2,3000.0,23.2,2.99,4,72.3,145
4195,178,1955,3213286,3.19,-901.0,18.1,6.8,8,11.5,91
1395,57,2018,29767102,2.22,-10000.0,20.9,4.12,131,55.5,46
1058,42,2015,10281680,1.18,-30600.0,26.5,2.45,213,80.5,87
2635,109,1995,3674936,1.58,23603.0,32.6,2.07,14,85.6,120
1288,52,2017,275191,2.75,1200.0,24.8,3.41,3,87.4,185
2123,87,1965,2966165,1.38,4943.0,29.7,2.43,47,44.4,100
2307,95,2018,4403313,2.82,5000.0,19.7,4.82,4,55.3,127
1565,63,1980,4871435,1.64,-31339.0,18.3,6.45,20,21.9,95
2191,90,1985,7268267,3.06,0.0,16.8,7.6,77,10.1,81
915,35,2015,11324781,0.18,-16000.0,40.8,1.71,106,77.8,77
2885,120,1990,4223415,2.81,-3468.0,19.3,4.77,11,48.6,115
1015,40,1965,4760460,0.77,451.0,32.8,2.58,112,77.0,75
2018,82,1955,2001574,0.77,5744.0,30.5,2.0,32,49.5,114
3859,165,2018,5850901,1.62,-5000.0,25.9,2.96,12,51.6,113
1996,81,1975,3051577,2.57,9.0,18.6,5.99,13,11.1,115
1409,57,1960,6635230,2.97,12001.0,17.8,6.64,29,23.3,66
3265,135,2020,16743927,2.75,-20000.0,18.5,4.65,87,49.4,70
955,37,1995,855383,2.22,8639.0,31.0,2.33,93,68.0,155
1153,47,1990,2258653,2.42,-8000.0,17.4,6.6,22,26.1,135
3414,141,2010,527861,2.35,-2851.0,19.5,4.4,19,20.0,169
2957,124,1990,9895364,-0.07,-29575.0,34.2,1.62,108,48.2,71
1780,72,1980,3384756,1.53,10353.0,26.3,3.25,49,56.2,114
3599,151,1985,699080,3.53,-1862.0,14.7,6.57,41,18.4,157
2039,84,2018,2108328,0.8,-10047.0,23.2,3.24,69,30.2,147
1396,57,2017,29121465,2.25,-10000.0,20.9,4.12,128,54.9,47
3870,165,1975,2525364,2.84,5069.0,18.0,6.19,5,47.6,124
253,10,2016,377930,1.0,1000.0,31.1,1.8,38,85.7,177
2662,111,2020,24206644,3.84,4000.0,15.2,6.95,19,16.5,56
1326,54,2015,1947686,3.7,20063.0,22.3,4.1,8,87.3,150
3824,163,2017,11433443,1.15,-4000.0,31.6,2.24,74,69.2,77
1941,78,1980,59301,1.48,-468.0,19.4,5.1,73,32.3,202
2888,120,1975,2791241,2.44,-11822.0,17.6,5.35,7,39.0,121
3308,137,2005,88648,1.82,527.0,28.9,2.2,193,51.7,200
1490,60,1995,403738,0.73,-1639.0,30.4,2.1,239,97.5,169
256,10,2005,324859,1.74,2375.0,28.1,1.87,32,83.3,177
1176,48,1965,1290396,1.18,8646.0,33.0,1.94,30,61.3,133
3800,161,1965,74345,3.84,85.0,16.9,7.3,103,19.5,190
3746,159,1970,571565,1.92,0.0,19.9,5.8,38,13.6,154
4128,175,2016,538749,2.38,5582.0,27.1,2.56,2,86.6,171
1155,47,1980,1733416,2.86,2000.0,17.8,6.62,17,19.8,138
642,26,1955,4706995,1.79,0.0,20.4,5.49,10,11.4,72
522,20,2015,414907,1.32,-180.0,29.9,2.02,79,77.2,175
1175,48,1970,1360202,1.06,8241.0,33.8,2.02,32,64.9,137
3819,162,1960,847979,2.77,-737.0,18.7,5.3,165,34.2,143
1629,67,2015,9112916,1.84,-6000.0,22.5,2.73,81,54.2,95
1474,59,1985,99946,2.34,-117.0,20.0,4.23,294,33.2,193
1532,62,1965,4869716,2.95,-2062.0,16.8,6.8,45,34.0,83
131,4,2000,76016,2.05,494.0,28.1,2.2,173,35.3,202
2447,100,1955,855103,1.85,0.0,24.3,5.6,1,26.6,140
1549,64,1970,704939,1.64,-1446.0,19.7,6.0,25,15.3,149
1752,71,2018,38433600,2.35,7834.0,20.2,4.13,88,72.1,36
1542,64,2005,1344930,2.28,-5586.0,17.6,5.6,48,39.2,151
1359,56,2018,4002942,-0.14,-10000.0,37.8,2.01,58,57.2,132
2130,88,2016,579264,2.21,9741.0,39.4,1.53,224,89.9,169
2003,82,2018,1928459,-1.16,-14837.0,42.9,1.54,31,68.2,150
17,0,1955,8270991,1.3,-4000.0,19.2,7.45,13,7.1,48
4009,169,1990,103756,-0.29,-2231.0,28.3,3.02,296,87.7,193
1769,72,2019,4882495,1.32,23604.0,36.8,1.94,71,62.9,124
2856,118,1955,981080,2.68,-2813.0,18.4,5.76,13,38.5,137
3857,165,2020,6031200,1.5,-5000.0,26.9,2.79,13,52.5,113
517,20,2020,437479,0.97,0.0,32.3,1.85,83,79.5,175
3657,154,1965,5373137,3.28,-3200.0,15.8,7.54,29,40.0,80
1122,45,1965,3201313,2.96,-4806.0,17.1,6.67,155,38.9,107
861,32,2015,4847804,1.15,3932.0,31.2,1.85,95,76.2,120
1768,72,2020,4937786,1.13,23604.0,38.2,1.84,72,63.0,124
1937,78,2000,84396,1.66,-560.0,19.7,4.2,104,43.0,199
4160,177,2020,18383955,2.93,-8000.0,17.6,4.66,25,45.3,65
1497,60,1960,275161,3.11,1101.0,19.2,5.61,163,59.4,163
1248,50,1955,335098,3.01,-1445.0,16.0,6.63,18,26.9,155
3141,130,1955,86477,0.88,-1746.0,20.1,6.0,142,20.3,178
560,22,2005,13421930,2.95,-25000.0,16.6,6.43,49,21.5,65
2439,100,1995,2298020,1.02,-17686.0,20.3,3.27,1,56.8,138
3634,153,1990,6652868,0.67,26171.0,36.9,1.55,168,74.2,91
578,23,2005,7364862,2.92,-4944.0,16.2,6.77,287,9.4,97
336,12,1965,8505722,0.92,-25077.0,28.9,2.59,42,38.4,51
2037,84,2020,2142249,0.8,-10047.0,24.0,3.16,71,31.5,147
2124,87,1960,2769876,1.05,-4900.0,28.5,2.66,44,39.5,105
1035,41,1955,69589,2.34,200.0,17.5,6.31,3,45.0,184
3181,131,2015,109148,0.16,-587.0,31.6,2.01,280,51.1,195
3035,128,1960,18613939,1.26,-400.0,28.3,2.74,81,34.2,29
135,4,1980,61865,-0.26,-886.0,21.0,2.24,141,41.1,200
3617,152,1985,8357652,0.1,5960.0,37.7,1.64,20,83.1,74
1312,53,1995,218071,1.75,-685.0,23.5,3.11,60,55.9,181
3321,138,2018,7650150,2.16,-4200.0,18.9,4.73,106,42.4,103
1493,60,1980,336685,0.49,-3714.0,21.4,3.52,199,89.2,166
2451,101,2017,627563,0.05,-480.0,37.9,1.72,47,66.6,167
1991,81,2000,5323700,1.9,-26949.0,18.0,4.81,23,22.0,106
2055,85,2020,5057681,2.44,-5000.0,19.4,4.35,53,52.6,123
898,34,2010,4328165,-0.23,-2100.0,41.7,1.52,77,55.2,123
3492,145,1980,4502604,2.7,12000.0,17.8,6.92,7,8.9,101
1683,69,2015,330243,0.61,-433.0,36.0,1.98,3,93.7,180
1173,48,1980,1474439,0.73,6102.0,33.9,2.06,35,69.7,142
755,29,2010,17062536,1.06,21434.0,32.2,1.9,23,86.7,60
954,37,2000,943290,1.98,10652.0,31.8,1.89,102,68.6,155
4003,169,2016,104835,-0.12,-451.0,41.5,2.24,300,95.6,198
588,23,1955,2537157,1.9,-13989.0,18.9,6.8,99,1.9,103
34,1,1960,1636090,2.87,-20.0,20.2,6.55,60,30.7,124
1251,51,2018,5522576,0.2,14000.0,42.6,1.72,18,85.7,116
97,3,1995,13945206,3.31,28562.0,16.1,7.1,11,45.2,60
3383,139,1985,5166798,0.67,-6955.0,30.0,2.27,107,54.2,96
1571,65,2020,786552,0.48,-6000.0,26.7,2.47,4,26.9,164
4004,169,2015,104958,-0.21,-900.0,41.3,2.29,300,95.4,197
1479,59,1960,89932,2.09,-1146.0,15.6,6.7,265,30.3,180
967,38,2017,10641034,0.21,22011.0,41.8,1.51,138,73.5,85
764,29,1965,8989621,2.02,-29380.0,20.4,4.58,12,68.7,53
1597,66,2000,8463806,1.79,-29000.0,19.1,4.62,307,36.0,85
3376,139,2016,5442003,0.12,1485.0,39.6,1.4,113,53.8,117
3425,141,1955,102002,2.58,565.0,18.6,6.4,4,4.7,175
981,38,1955,9361772,1.01,11999.0,32.2,2.74,121,56.9,39
1344,55,2015,2085860,3.07,-3087.0,17.5,5.5,206,56.2,145
3131,130,2005,163417,0.84,-161.0,26.1,1.85,268,23.1,188
4127,175,2017,552615,2.57,5582.0,27.1,2.56,2,86.6,171
1922,77,1985,19877083,3.9,761.0,15.0,7.22,35,15.9,37
2110,87,2018,2801264,-1.55,-32780.0,43.1,1.61,45,69.5,141
464,19,2020,2351627,2.08,3000.0,24.0,2.89,4,72.8,145
3334,138,1965,2508219,1.59,0.0,20.8,6.25,35,20.1,111
2537,105,2020,2540905,1.86,-4806.0,21.8,3.42,3,55.2,143
3586,150,1960,287871,2.94,-1083.0,16.7,6.56,2,47.6,161
2004,82,2017,1951097,-1.17,-14837.0,42.9,1.54,31,68.0,150
1372,56,1965,4371527,1.75,19257.0,28.0,2.93,63,45.5,82
2530,104,1985,37977086,2.1,-10931.0,19.6,4.6,58,23.9,26
918,35,2000,11126430,0.43,-26568.0,32.8,1.61,105,75.5,70
354,13,1965,9443939,0.6,7661.0,34.9,2.65,312,93.1,43
2953,124,2010,10596058,0.17,18427.0,41.6,1.37,116,60.9,79
1673,68,1975,10526780,0.31,-4884.0,34.4,2.04,116,62.2,54
3033,128,1970,20548911,1.18,-400.0,30.6,2.87,89,40.3,32
1513,61,1970,83877,2.31,-288.0,20.7,4.72,155,61.9,191
3600,151,1980,587858,3.3,-2020.0,15.0,6.73,34,16.9,158
2339,96,1960,660023,2.95,-1619.0,16.7,5.9,325,35.1,145
1135,46,1990,419188,3.55,4000.0,19.1,5.98,15,35.4,165
3313,137,1980,66244,2.14,-60.0,19.9,4.27,144,49.4,198
1252,51,2017,5511371,0.25,14000.0,42.6,1.72,18,85.5,116
4039,171,2016,31441751,1.66,-8863.0,26.5,2.43,74,50.7,42
3641,153,1955,4957066,1.21,23807.0,33.0,2.31,125,69.3,71
1025,41,2005,783254,1.77,-1799.0,20.1,4.21,34,76.8,161
1021,41,2017,944099,1.61,900.0,25.3,3.03,41,78.7,160
3235,133,2010,180371,2.75,-678.0,18.3,4.85,188,62.9,188
3314,137,1975,59585,2.62,34.0,18.9,5.38,130,46.3,199
32,1,1970,2150707,2.55,-20.0,19.6,5.26,78,31.7,125
264,10,1965,140059,5.04,2775.0,18.7,4.5,14,63.3,177
2403,99,2000,4202658,-0.64,-33062.0,31.3,1.7,128,44.6,118
2243,93,1995,9585653,2.55,-34698.0,16.5,7.15,8,25.6,77
4168,177,2000,10415944,2.75,4000.0,16.6,6.1,14,35.2,73
1604,66,1965,4258732,1.95,-10399.0,19.5,6.3,155,17.6,85
1692,69,1970,204426,1.23,-551.0,24.5,3.24,2,84.9,173
471,19,2005,1799078,1.83,5386.0,21.0,3.19,3,57.7,147
390,15,1965,2632356,1.6,-4859.0,20.0,6.42,23,12.5,109
2016,82,1965,2266943,1.26,15930.0,33.2,1.88,36,56.8,114
1753,71,2017,37552781,2.57,7834.0,20.2,4.13,86,71.6,37
1266,51,1955,4238275,1.12,-6508.0,28.0,3.0,14,49.1,76
1999,81,1960,2120898,2.32,9.0,19.0,5.96,9,7.9,116
1104,44,1965,30433022,2.7,-10020.0,19.0,6.65,31,40.3,22
380,15,2015,10575952,2.83,-8454.0,18.2,5.22,94,45.7,85
557,22,2016,18646357,2.96,-25000.0,17.1,5.56,68,28.1,60
935,36,2005,130130,-0.31,-1214.0,37.8,2.26,293,90.0,192
2446,100,1960,955505,2.25,0.0,23.0,6.3,1,35.7,140
533,20,1960,81702,5.22,1402.0,19.4,6.89,16,43.4,184
1919,77,2000,31964557,2.85,-4277.0,17.0,5.35,56,19.6,33
3961,168,1960,92418,3.04,-35.0,17.8,6.97,1,73.7,178
3511,146,1975,35879209,1.15,19398.0,29.9,2.85,72,69.8,22
3788,161,2017,101998,0.86,-800.0,22.0,3.75,142,24.5,199
960,37,1970,613618,1.1,-1569.0,26.0,2.8,66,40.8,152
2503,103,2018,29496004,2.96,-5000.0,17.2,5.16,38,37.2,47
1929,78,2020,119449,1.57,-800.0,23.0,3.58,147,57.0,193
904,34,1980,4598130,0.43,3736.0,33.5,1.9,82,47.3,98
357,14,2020,397628,1.86,1200.0,25.5,2.32,17,46.1,177
2172,89,1990,11598633,2.88,-2000.0,17.1,6.25,20,23.6,62
2089,86,1960,1448417,3.07,9204.0,19.3,7.2,1,27.3,132
31,1,1975,2411732,2.32,-20.0,20.2,4.6,88,32.7,126
2735,114,2018,2082957,0.05,-1000.0,37.8,1.5,83,58.0,148
1932,78,2017,114158,1.45,-800.0,22.5,3.75,141,54.3,193
4170,177,1990,8036845,3.03,-15000.0,16.2,6.6,11,39.4,81
1002,40,2018,5752126,0.35,15200.0,41.7,1.74,136,87.9,115
2739,114,2010,2070741,0.1,-1480.0,35.7,1.46,82,57.1,144
1178,48,1955,1159231,1.04,7400.0,30.2,2.06,27,53.6,133
3760,160,1990,3774312,3.02,-4000.0,16.8,6.5,69,28.7,117
3387,139,1965,4383452,1.15,-5285.0,28.0,2.91,91,37.0,81
1814,73,1985,4035068,1.74,521.0,25.4,3.13,186,90.9,110
3803,162,2020,1399488,0.32,-800.0,36.2,1.73,273,52.4,154
2669,111,2005,13624467,3.75,-1899.0,15.4,7.65,11,16.2,64
1671,68,1985,10566323,-0.35,-23160.0,35.0,1.81,117,65.1,58
4082,173,1985,17319520,2.67,276.0,19.9,3.96,20,82.8,42
538,21,2017,7102444,-0.69,-4800.0,43.6,1.52,65,74.5,105
2904,121,1985,19772872,2.42,-35100.0,19.2,4.73,15,66.1,38
1403,57,1990,14773277,2.94,-8000.0,17.6,5.88,65,36.1,53
3761,160,1985,3252994,3.64,10000.0,16.7,7.06,60,26.6,122
442,17,1970,4484004,2.11,-4630.0,19.3,6.1,4,40.0,91
46,2,1990,25758869,2.8,-18660.0,18.0,5.3,11,52.4,33
3999,169,2020,104425,-0.15,-451.0,42.6,2.05,298,96.3,199
3297,136,1970,8119860,0.72,-17949.0,30.1,2.43,93,39.7,64
838,31,1955,911029,1.95,0.0,19.7,5.68,3,28.4,138
4158,176,1960,5315355,1.37,-15000.0,18.8,7.9,10,8.9,69
2462,101,1970,519696,-0.53,-10755.0,24.1,2.89,39,26.9,156
446,18,2020,3280819,-0.61,-21585.0,43.1,1.27,64,52.3,135
105,3,1955,5043247,2.09,0.0,19.6,6.0,4,9.0,68
3068,129,1975,4364706,3.04,-4000.0,16.3,8.28,177,4.0,96
1335,54,1970,589314,2.02,3238.0,25.4,4.93,2,32.0,153
1882,75,2005,5765635,2.39,-18782.0,20.6,4.0,65,78.8,105
2505,103,2016,27829938,2.91,-5000.0,17.2,5.16,35,36.2,48
897,34,2015,4232874,-0.44,-7699.0,43.1,1.49,76,56.2,127
1666,68,2010,9927370,-0.32,5030.0,40.1,1.33,110,68.9,85
4167,177,2005,11856247,2.62,-30000.0,16.3,5.95,16,37.5,71
1159,47,1960,1007590,2.29,600.0,18.0,6.97,10,13.6,139
3835,163,1970,5063809,2.17,-19305.0,17.0,6.92,33,43.5,82
2129,88,2017,591910,2.18,9741.0,39.4,1.53,229,89.4,169
2047,84,1990,1703747,2.23,-8039.0,17.1,4.98,56,13.1,145
2536,104,1955,19550071,1.92,0.0,21.5,6.0,30,17.0,26
3786,161,2019,104494,1.26,-800.0,22.0,3.75,145,24.3,199
2726,113,1985,18877238,1.56,0.0,23.5,2.8,157,57.6,40
4087,173,1960,8141841,3.84,15964.0,17.0,6.46,9,61.7,53
2312,95,2005,3024194,2.83,-2001.0,18.5,5.3,3,43.6,135
4033,170,1960,2538643,1.36,4000.0,28.9,2.83,15,80.2,108
2864,119,2005,6494903,2.12,-16883.0,20.4,4.39,14,12.7,101
360,14,2017,375769,2.0,1200.0,24.0,2.53,16,45.5,179
3130,130,2010,174085,1.27,872.0,30.3,1.6,285,18.3,189
1668,68,2000,10220507,-0.25,15712.0,38.5,1.38,113,64.6,77
4083,173,1980,15182611,2.85,224.0,18.9,4.47,17,80.0,42
1543,64,2000,1201301,1.99,-8233.0,17.0,6.05,43,37.5,152
3529,147,1975,13755146,1.96,-29000.0,20.6,4.0,219,18.1,43
3419,141,1985,270788,3.27,-684.0,16.2,6.43,10,12.4,174
235,9,2016,9736043,1.18,1200.0,30.7,2.09,118,55.0,91
4002,169,2017,104751,-0.08,-451.0,41.5,2.24,299,95.7,198
472,19,2000,1643334,2.27,7289.0,19.7,3.49,3,56.0,147
240,9,1995,7775424,1.43,-23023.0,24.6,2.9,94,52.2,86
2610,108,2018,279993,1.03,502.0,32.3,2.14,15,70.6,184
2608,108,2020,285498,0.97,502.0,33.6,1.97,16,71.9,184
2937,123,2000,38556693,0.05,-17040.0,35.0,1.51,126,61.7,30
1064,42,1985,6464229,2.18,-23620.0,19.2,4.07,134,54.1,87
1139,46,1970,303982,1.93,1000.0,20.9,5.79,11,27.2,165
3071,129,1960,2935582,3.04,0.0,16.3,8.15,119,2.6,101
759,29,1990,13274623,1.61,-13730.0,25.7,2.6,18,83.1,54
2043,84,2010,1995581,-0.01,-18495.0,21.7,3.37,66,25.4,146
3017,127,1960,335693,2.85,-789.0,17.8,6.57,134,32.8,158
3758,160,2000,4924402,3.1,16000.0,18.0,5.54,91,33.2,111
4190,178,1980,7408624,3.32,-30457.0,15.1,7.3,19,21.6,75
870,32,1970,1847394,3.01,1565.0,17.8,5.26,36,38.9,130
2384,98,2005,498286,0.55,-7000.0,23.7,3.13,157,66.5,195
3751,160,2019,8082366,2.45,-2000.0,18.9,4.62,149,42.8,102
1546,64,1985,872163,2.21,-6000.0,17.3,6.7,31,24.4,151
4084,173,1975,13189509,2.97,188.0,17.9,4.94,15,76.8,47
1133,46,2000,606181,4.06,7000.0,19.6,5.94,22,49.8,163
3282,135,1955,2808225,2.46,6607.0,18.6,6.8,15,20.0,96
481,19,1955,463359,2.35,-1531.0,18.8,6.5,1,2.9,152
2906,121,1975,15424744,2.76,-16520.0,17.9,6.03,12,60.7,39
2586,106,1970,12074626,1.93,-4215.0,19.2,5.96,84,3.9,45
3603,151,1965,373919,2.13,-2402.0,16.4,6.81,22,6.8,159
3300,136,1955,7234922,1.45,7041.0,26.5,3.22,83,24.4,56
1160,47,1955,899752,1.82,199.0,17.8,6.97,9,11.6,139
4005,169,2010,106087,-0.32,-1253.0,39.2,2.42,303,94.6,195
3593,151,2015,1104044,0.73,-8353.0,19.7,3.14,64,27.8,159
917,35,2005,11261582,0.24,-29126.0,35.6,1.59,106,76.3,72
3378,139,2010,5404294,0.02,-1771.0,37.3,1.32,112,54.7,113
3194,132,2020,198414,0.67,-2803.0,21.8,3.9,70,18.0,188
333,12,1980,9569847,0.68,7660.0,31.3,2.09,47,56.9,63
2734,114,2019,2083459,0.02,-1000.0,37.8,1.5,83,58.3,148
3637,153,1975,6337025,0.6,5037.0,32.9,1.87,160,74.4,78
2443,100,1975,1479651,2.96,0.0,17.5,7.5,1,48.7,139
4132,175,2000,314118,4.21,6110.0,22.3,3.4,1,85.8,176
1192,49,1975,32566854,2.77,-11919.0,17.6,7.1,33,9.5,26
3289,136,2010,8991254,-0.44,-23911.0,38.7,1.58,103,55.2,92
386,15,1985,4278501,2.85,-2170.0,17.3,7.01,38,30.8,106
2036,83,1955,1532115,2.8,323.0,22.0,5.74,150,36.3,123
1106,44,1955,23223124,2.57,-10020.0,20.7,6.75,23,35.3,22
3562,149,1990,20147590,3.2,30000.0,17.0,6.3,11,28.6,42
414,16,2016,736708,1.21,320.0,26.2,2.1,19,42.7,165
549,21,1970,8507551,0.68,-1285.0,33.2,2.13,78,52.3,63
1352,55,1975,539979,3.06,2881.0,18.7,6.2,53,23.6,158
756,29,2005,16182721,1.07,8466.0,30.5,1.95,22,86.6,61
259,10,1990,256223,1.78,-162.0,23.6,2.65,26,79.9,177
419,16,1995,534620,0.14,-11713.0,18.4,5.0,14,19.8,163
1495,60,1970,321883,1.41,-3181.0,18.1,5.22,190,78.8,163
2587,106,1965,10972912,1.66,-14000.0,19.5,5.96,77,3.7,40
3193,131,1955,73554,1.88,-1046.0,14.9,7.33,189,23.7,183
3070,129,1965,3235531,1.96,-28000.0,15.4,8.2,131,2.9,104
3133,130,1995,146870,1.25,-1006.0,23.1,3.15,241,28.8,186
4081,173,1990,19632665,2.54,184.0,20.9,3.65,22,85.3,43
2042,84,2015,2059021,0.63,-9541.0,23.0,3.26,68,28.4,148
2952,124,2015,10368351,-0.43,-28000.0,43.9,1.28,113,63.8,86
3236,133,2005,157472,2.05,-1680.0,17.6,5.08,164,58.5,190
1514,61,1965,74830,2.31,-581.0,20.9,6.03,139,55.5,188
2850,118,1985,2219201,2.32,-2541.0,20.3,3.63,30,52.1,133
1161,48,2020,1326535,0.07,3911.0,42.4,1.59,31,67.9,155
14,0,1970,11173642,2.33,-4000.0,17.9,7.45,17,11.6,48
1265,51,1960,4434590,0.91,-5549.0,28.4,2.77,15,55.3,78
2908,121,1965,11711392,2.89,-5860.0,17.7,6.88,9,51.4,44
2303,94,1960,281622,2.77,7.0,19.2,5.71,266,40.1,162
4025,170,2000,3319736,0.59,-5200.0,31.6,2.3,19,92.1,128
2719,113,2016,25307665,0.49,-5403.0,34.4,1.93,210,61.6,51
3388,139,1960,4140129,1.65,3597.0,27.6,3.24,86,33.5,82
2013,82,1980,2521391,0.42,7265.0,35.1,1.89,41,67.1,127
4063,172,1990,146573,2.43,-723.0,18.1,5.04,12,18.7,186
2892,120,1955,1673665,2.58,-15874.0,16.2,6.5,4,35.1,120
3658,154,1960,4573512,3.18,-3000.0,17.0,7.38,25,36.8,76
1196,49,1955,19947292,1.93,-4000.0,18.0,7.17,20,5.4,25
1250,51,2019,5532156,0.17,14000.0,42.6,1.72,18,85.9,116
2186,90,2010,14539612,2.86,-11833.0,16.6,5.73,154,16.2,68
585,23,1970,3479074,2.37,-11580.0,17.1,7.23,135,2.8,104
1168,48,2005,1355648,-0.63,-3681.0,39.4,1.39,32,68.7,150
2581,106,1995,21576071,2.68,15213.0,19.0,4.97,151,10.8,43
2644,110,2020,6624554,1.21,-21272.0,26.5,2.42,55,57.2,110
1294,52,1995,137400,3.48,890.0,23.9,4.05,2,77.0,190
2248,93,1970,5949045,1.33,-19647.0,18.8,7.1,5,14.3,74
3245,133,1960,64302,1.8,-696.0,24.4,6.2,67,16.1,189
1684,69,2010,320328,1.66,2401.0,34.8,2.13,3,93.6,180
2318,95,1975,1330598,3.02,-1190.0,16.9,6.75,1,20.5,141
2507,103,2010,23531574,2.8,-8000.0,17.0,5.54,30,32.8,49
2518,103,1955,6508398,1.78,-4700.0,19.2,6.34,8,6.3,63
2661,110,1955,1508102,3.09,-2162.0,17.4,7.2,13,37.4,125
3740,159,2000,884366,0.93,-16315.0,17.6,5.8,59,23.9,156
2728,113,1975,16274740,2.46,0.0,19.6,4.0,135,56.7,37
2956,124,1995,10091325,0.39,29824.0,36.0,1.48,110,51.4,72
2411,99,1960,3004452,2.72,28314.0,26.1,3.44,91,23.4,99
4105,174,1960,32670039,3.02,0.0,21.9,6.16,105,14.7,17
4143,176,2019,29161922,2.33,-30000.0,19.3,4.28,55,37.8,48
2931,123,2018,37921592,-0.08,-29395.0,40.1,1.35,124,60.3,37
1893,76,2020,18776707,1.21,-18000.0,30.7,2.76,7,57.7,64
1401,57,2000,19278856,2.53,-25400.0,18.5,5.02,85,43.2,50
2858,119,2019,8776109,1.97,-800.0,21.7,3.79,19,13.0,98
3317,137,1960,41603,1.32,-512.0,22.0,5.0,90,27.6,200
3182,131,2010,108255,-0.07,-1139.0,29.2,2.13,278,49.4,193
2076,86,2017,6580724,1.36,-1999.0,27.4,2.41,4,77.3,109
1918,77,2005,36624895,2.76,5029.0,17.6,5.0,64,21.3,33
995,39,1975,22903581,2.74,5490.0,17.8,6.29,10,25.8,32
3013,127,1980,509265,0.99,-3605.0,19.8,3.12,204,53.5,160
