Unnamed: 0,country,year,population,yearly_%_change,migrants,median_age,fertility_rate,density(P/Km²),urban_pop_%,rank
540,21,2015,7199741,-0.61,-4894.0,43.4,1.52,66,73.8,103
829,31,2000,3127411,2.93,9860.0,18.6,4.9,9,60.5,132
1988,81,2015,6741164,1.53,-22463.0,22.8,2.93,29,32.7,106
1236,50,2015,868627,0.2,-10390.0,27.0,2.79,48,56.2,161
89,3,2019,31825295,3.3,6413.0,16.4,5.91,26,66.1,45
1308,53,2015,273124,0.5,-1603.0,31.5,2.04,75,62.7,182
1663,68,2017,9729823,-0.24,6000.0,42.0,1.36,107,71.0,92
3209,132,1965,127054,3.18,-680.0,14.5,7.63,45,19.3,176
431,17,2017,11192855,1.46,-9504.0,24.4,2.99,10,68.2,80
2631,109,2015,4614532,1.09,18179.0,37.3,2.04,18,86.3,122
594,24,2015,524743,1.27,-1606.0,25.1,2.5,130,65.3,172
1016,40,1960,4581101,0.62,-6528.0,33.0,2.55,108,73.7,75
1946,78,1955,36573,2.05,-129.0,18.7,6.1,45,13.4,200
2668,111,2010,16464025,3.86,-4000.0,15.0,7.55,13,16.2,62
609,25,2018,16249792,1.5,-30000.0,24.3,2.66,92,23.4,70
334,12,1975,9252779,0.75,7429.0,30.7,2.25,46,51.0,60
2677,111,1965,3914117,2.92,-2309.0,15.6,7.5,3,6.8,93
3244,133,1965,64892,0.18,-1830.0,20.1,6.3,68,21.8,189
1678,69,2020,341243,0.65,380.0,37.5,1.77,3,94.4,180
3707,157,1985,21633796,3.14,7012.0,16.9,6.55,24,16.9,36
355,13,1960,9167365,0.62,9327.0,35.1,2.5,303,92.5,47
2430,100,2020,3278290,1.65,-852.0,28.2,2.9,2,67.2,136
3619,152,1975,8197340,0.35,3760.0,35.4,1.91,20,82.7,65
3509,146,1985,38733876,0.54,-8658.0,31.6,1.88,78,74.4,25
3230,133,2019,215056,1.91,-1680.0,18.3,4.55,224,73.0,187
3268,135,2017,15419355,2.84,-20000.0,18.2,4.93,80,48.0,71
2936,123,2005,38368949,-0.1,-36694.0,36.6,1.26,125,61.4,32
3926,166,1955,5888793,2.68,0.0,17.8,6.9,29,3.5,65
2613,108,2015,271065,1.35,601.0,32.0,2.18,15,68.9,184
3917,166,2000,23650172,2.99,-36000.0,15.2,6.95,118,15.0,42
2630,109,2016,4659265,0.97,14881.0,37.4,2.01,18,86.4,122
3811,162,2000,1267153,0.21,-6852.0,27.7,1.82,247,55.9,150
3805,162,2018,1389843,0.42,-800.0,34.3,1.78,271,52.5,153
1632,67,2000,6574509,2.86,-13000.0,18.2,4.56,59,45.1,96
3753,160,2017,7698474,2.51,-2000.0,18.9,4.62,142,41.7,102
617,25,1990,8975597,3.07,-15604.0,17.9,5.99,51,15.5,75
3237,133,2000,142262,1.56,-1910.0,17.2,5.3,148,52.1,191
4164,177,2016,16363458,3.05,-8000.0,16.9,5.09,22,43.0,69
716,28,2017,15016753,3.13,2000.0,16.1,6.2,12,22.7,72
2304,94,1955,245675,2.05,-1601.0,19.9,5.71,232,33.6,162
2389,98,1980,303493,2.2,-1400.0,19.3,4.84,96,60.5,196
462,18,1960,3225668,1.9,-10000.0,21.8,3.97,63,19.0,95
2133,88,2005,457842,0.98,2895.0,38.5,1.65,177,86.6,171
1630,67,2010,8317470,2.2,-5000.0,20.7,3.24,74,51.1,96
3410,141,2018,652857,2.64,-1600.0,19.6,4.44,23,22.7,166
570,22,1955,4517155,1.06,-20432.0,19.4,6.1,17,4.2,74
4106,174,1955,28147443,2.56,0.0,23.6,5.4,91,13.1,18
1680,69,2018,336713,0.69,380.0,36.3,1.94,3,94.1,180
1193,49,1970,28415077,2.58,-8436.0,18.0,6.87,28,8.6,26
3439,142,1975,3880292,2.41,0.0,18.2,7.1,6,25.5,103
701,27,2010,4386768,1.67,-25123.0,17.7,5.3,7,39.5,121
1022,41,2016,929112,1.65,900.0,25.3,3.03,40,78.6,160
2876,120,2019,7044636,1.27,-16556.0,25.0,2.57,18,61.3,106
1476,59,1975,92494,-0.42,-2352.0,17.8,4.6,272,32.5,190
1694,69,1960,175592,2.18,65.0,25.4,4.17,2,80.3,170
2115,87,2005,3344268,-0.92,-19821.0,38.5,1.28,53,66.6,130
1445,58,1955,8011124,0.88,-14002.0,26.9,2.48,62,54.1,49
1364,56,2005,4210168,-0.71,-29667.0,35.9,1.58,61,57.1,121
1894,76,2019,18551427,1.27,-18000.0,29.6,2.69,7,57.7,64
2653,110,1995,4652185,2.2,-24008.0,17.9,4.2,39,54.0,110
1781,72,1975,3137176,1.53,8867.0,26.1,3.73,46,54.4,113
2532,104,1975,30611095,2.34,0.0,18.7,5.74,47,23.2,27
3820,162,1955,739709,2.76,-764.0,19.4,5.3,144,30.1,142
2554,105,1955,567847,2.0,0.0,20.3,6.0,1,14.7,147
263,10,1970,169377,3.87,2786.0,19.1,3.58,17,66.8,174
1553,63,2020,13132795,2.83,-4000.0,18.0,4.74,53,38.6,75
1773,72,2015,4652425,0.43,-22364.0,36.5,1.97,68,63.2,121
628,26,2017,24566073,2.67,-4800.0,18.3,4.88,52,54.6,54
3572,150,2018,575990,0.96,-1000.0,28.1,2.53,4,65.2,170
1249,51,2020,5540720,0.15,14000.0,43.1,1.53,18,86.1,116
3585,150,1965,328936,2.7,-2210.0,16.2,6.56,2,47.5,161
2131,88,2015,566741,2.22,9741.0,39.3,1.55,219,90.2,169
1745,70,1975,32729772,2.8,15527.0,18.1,6.24,20,45.7,25
3333,138,1970,2744891,1.82,0.0,20.3,6.41,38,23.5,115
327,12,2010,9420574,-0.3,12787.0,38.9,1.44,46,75.1,88
3327,138,2000,4584571,1.27,-30000.0,17.7,6.48,64,35.5,113
3069,129,1970,3757358,3.04,4000.0,16.0,8.2,152,3.2,99
2404,99,1995,4340597,-0.11,-26391.0,30.8,2.11,132,46.3,115
3678,156,2020,9537645,2.32,-20000.0,22.4,3.61,68,27.3,95
3125,130,2019,182790,0.5,0.0,32.8,1.49,300,18.5,189
2083,86,1990,4436661,2.75,1098.0,18.5,5.71,3,75.7,109
3316,137,1965,46782,2.37,-197.0,19.9,5.59,102,33.1,198
1297,52,1980,66977,3.56,1019.0,23.1,3.3,1,70.8,197
2046,84,1995,1898598,2.19,-1568.0,18.2,4.46,63,15.7,144
3016,127,1965,390775,3.09,-487.0,17.1,6.56,156,38.2,160
1537,64,2018,1874303,2.52,-1399.0,18.5,4.82,67,44.1,151
23,1,2015,2890513,-0.39,-27318.0,34.9,1.71,105,58.1,141
2543,105,2010,2118874,1.8,1743.0,20.5,3.61,3,42.7,142
2459,101,1985,614016,1.12,-400.0,28.3,2.21,46,42.3,159
1340,55,2019,2347706,2.97,-3087.0,17.6,5.45,232,58.8,144
1137,46,1980,249929,-0.46,-6000.0,20.7,5.79,9,28.5,172
2533,104,1970,27269069,2.37,0.0,18.6,6.1,42,22.1,27
266,10,1955,88631,2.3,-184.0,20.1,4.05,9,55.9,177
1503,61,2016,162951,0.68,-506.0,30.3,2.42,302,94.6,191
591,24,2018,543767,1.17,-1342.0,25.6,2.45,135,66.9,172
2457,101,1995,620418,0.18,-4050.0,32.2,2.05,46,53.4,161
3651,154,1995,14345492,2.88,-14000.0,17.5,4.8,78,50.1,58
4149,176,2005,20107409,2.92,-22430.0,16.6,5.9,38,29.6,53
29,1,1985,2969672,2.05,-20.0,22.8,3.41,108,35.0,125
3067,129,1980,5153312,3.38,-4000.0,16.0,8.43,209,4.7,91
432,17,2016,11031814,1.49,-9504.0,24.4,2.99,10,67.8,80
2380,98,2017,532899,0.96,-2957.0,25.8,2.99,168,67.8,194
2857,119,2020,8947024,1.95,-800.0,22.4,3.59,20,13.1,98
2075,86,2018,6678559,1.49,-1999.0,27.4,2.41,4,77.6,109
2402,99,2005,4159293,-0.21,-2416.0,32.4,1.24,127,42.8,122
2242,93,2000,10946445,2.69,-28390.0,16.6,6.95,9,28.4,72
1530,62,1975,6433728,2.73,-27506.0,17.0,6.58,60,37.1,76
959,37,1975,649751,1.15,611.0,27.4,2.49,70,47.3,152
1080,43,1995,11455204,2.29,-3800.0,21.6,3.55,46,57.7,63
412,16,2018,754388,1.18,320.0,26.2,2.1,20,44.3,165
543,21,2000,7997957,-0.93,-26765.0,39.7,1.2,74,68.9,91
1662,68,2018,9707499,-0.23,6000.0,42.0,1.36,107,71.2,92
3827,163,2010,10635244,1.02,-8128.0,29.3,2.02,68,66.7,78
3206,132,1980,155525,0.54,-3796.0,16.4,6.49,55,21.2,180
1997,81,1970,2688428,2.44,6.0,18.7,5.98,12,9.6,117
1005,40,2015,5688695,0.48,21368.0,41.6,1.73,134,87.5,113
356,13,1955,8887274,0.57,10742.0,34.6,2.37,294,92.0,43
820,30,1955,175903,1.98,0.0,20.6,6.0,95,9.1,170
1599,66,1990,7037917,2.12,-27000.0,18.5,5.7,255,28.8,89
905,34,1975,4500867,0.35,-3681.0,33.1,1.98,80,43.9,94
2400,99,2015,4070700,-0.08,-1404.0,35.6,1.28,124,42.4,128
1009,40,1995,5232704,0.35,13093.0,37.7,1.75,123,85.0,102
2113,87,2015,2931880,-1.26,-29243.0,42.7,1.59,47,67.2,138
722,28,1995,7010145,3.29,-2075.0,15.8,7.39,6,21.4,91
1056,42,2017,10513104,1.11,-30000.0,26.8,2.43,218,82.2,87
3832,163,1985,7329594,2.83,17116.0,19.9,4.82,47,53.8,80
2395,99,2020,4033963,-0.23,-1387.0,37.6,1.26,123,42.7,131
3791,161,2010,103986,0.6,-1552.0,21.2,4.03,144,23.4,196
1472,59,1995,100288,0.81,-842.0,22.1,3.46,295,34.5,196
4034,170,1955,2372559,1.17,2000.0,28.4,2.73,14,79.1,108
1772,72,2016,4695779,0.93,23604.0,36.8,1.94,68,63.1,121
2589,106,1955,9316916,1.89,-8112.0,20.2,5.96,65,3.0,40
1231,50,2020,896445,0.73,-6202.0,27.9,2.79,49,59.1,161
3496,145,1960,2842724,1.65,0.0,19.0,6.7,5,9.1,102
329,12,2000,9871632,-0.41,11229.0,36.5,1.31,49,70.4,78
3547,148,1975,1323802,3.28,-6451.0,14.8,7.69,220,59.5,142
2664,111,2018,22442822,3.89,4000.0,15.0,7.27,18,16.3,57
822,31,2019,5380508,2.6,-4000.0,19.0,4.65,16,69.4,118
1406,57,1975,9985946,2.71,-28600.0,16.5,6.9,44,29.6,57
1125,46,2020,1402985,3.47,16000.0,22.3,4.55,50,73.3,153
551,21,1960,7885607,0.84,-8693.0,30.4,2.3,73,37.1,57
757,29,2000,15342353,1.3,3868.0,28.7,2.2,21,85.6,61
225,8,1980,7609752,-0.07,1100.0,35.0,1.65,92,65.4,74
3307,137,2010,91264,0.58,-545.0,31.3,2.3,198,53.4,200
4147,176,2015,26497889,2.73,-15002.0,19.1,4.4,50,35.3,50
282,11,1965,187431,2.91,-839.0,16.8,7.17,247,82.5,172
2251,93,1955,4975398,1.11,-7006.0,20.1,6.95,4,9.7,69
2433,100,2017,3113786,1.88,-852.0,27.3,2.85,2,67.5,137
3127,130,2017,180954,0.52,0.0,32.8,1.49,297,18.4,189
3485,145,2015,10715658,2.42,-20000.0,18.4,5.15,18,20.9,81
2940,123,1985,37133870,0.88,-23839.0,30.7,2.31,121,59.9,27
1310,53,2005,258780,1.46,15.0,27.1,2.36,71,56.6,182
2611,108,2017,277150,1.08,502.0,32.3,2.14,15,70.0,183
523,20,2010,388646,1.26,-451.0,27.5,1.88,74,75.0,176
4016,169,1955,29682,2.07,-60.0,21.5,5.25,85,57.2,203
1586,65,1965,651868,2.66,-2934.0,16.1,6.15,3,29.2,151
3401,140,1985,1945130,1.16,13673.0,32.5,1.93,97,49.6,138
2980,125,1965,2507537,1.79,-18317.0,21.2,4.37,283,53.0,110
2316,95,1985,1780030,2.93,-3220.0,17.3,6.3,2,34.8,140
706,27,1985,2542169,2.94,8000.0,18.8,5.9,4,36.8,131
601,24,1980,283847,0.99,-5596.0,16.0,6.62,70,23.8,170
2633,109,2005,4135355,1.39,26926.0,35.5,1.95,16,86.3,124
3921,166,1980,12442334,2.99,-36000.0,16.4,7.1,62,7.6,52
1994,81,1985,3687898,2.51,-7022.0,17.6,6.36,16,13.8,115
1579,65,2000,746715,-0.39,-17329.0,22.7,3.05,4,28.9,158
1362,56,2015,4024183,-0.37,-19068.0,37.7,2.0,58,56.4,130
2547,105,1990,1432905,3.64,7621.0,17.5,5.55,2,27.3,147
596,24,2005,463032,1.58,-1972.0,19.8,3.23,115,59.1,170
3578,150,2000,470949,1.28,-2038.0,24.8,2.96,3,66.6,167
2950,124,2017,10288527,-0.36,-6000.0,44.3,1.28,112,64.9,88
26,1,2000,3129243,0.1,-35921.0,27.0,2.38,114,41.6,131
1566,63,1975,4491248,1.57,-17514.0,19.0,6.29,18,19.0,95
371,14,1970,122182,2.86,-591.0,16.3,6.35,5,51.0,180
479,19,1965,559994,2.18,-4487.0,16.9,6.65,1,4.1,152
2733,114,2020,2083374,0.0,-1000.0,39.1,1.5,83,58.6,148
3286,136,2017,8829628,-0.27,4000.0,40.7,1.46,101,55.7,97
1570,63,1955,3229649,1.4,0.0,20.8,6.0,13,8.6,90
477,19,1975,741355,3.38,798.0,15.9,6.55,1,13.2,151
1504,61,2015,161853,0.3,-1519.0,30.1,2.45,300,94.5,191
325,12,2016,9445643,0.07,8730.0,39.7,1.66,47,77.9,93
587,23,1960,2797932,1.98,-14010.0,18.3,6.86,109,2.1,103
3574,150,2016,564888,1.03,-1000.0,28.1,2.53,4,65.3,170
2777,115,1995,4366995,0.56,9381.0,36.1,1.89,12,73.8,114
2654,110,1990,4173434,2.25,-30006.0,16.9,5.0,35,52.7,116
1014,40,1970,4931241,0.71,4373.0,32.5,2.27,116,79.7,83
326,12,2015,9439423,0.04,14425.0,39.5,1.65,47,77.6,92
249,10,2020,393244,0.97,1000.0,32.3,1.76,39,86.1,178
975,38,1985,10331143,-0.03,-10589.0,34.1,1.97,134,75.4,59
441,17,1975,5001419,2.21,-5324.0,19.4,5.9,5,41.4,88
1309,53,2010,266455,0.59,-1804.0,29.2,2.17,73,60.6,182
3838,163,1955,3943540,1.81,-3733.0,19.4,6.65,25,35.2,79
3396,140,2010,2043337,0.48,7870.0,41.6,1.44,101,52.7,145
593,24,2016,531146,1.22,-1342.0,25.6,2.45,132,65.8,172
4013,169,1970,64726,5.2,649.0,23.2,5.52,185,69.6,195
3443,142,1955,2491542,1.93,0.0,19.2,7.25,4,14.9,105
1300,52,1965,38892,3.96,695.0,22.5,5.02,0,65.7,204
1506,61,2005,158402,0.39,-1911.0,28.3,2.74,293,93.6,189
410,16,2020,771608,1.12,320.0,28.1,2.0,20,45.8,165
1034,41,1960,83636,3.75,1000.0,18.0,6.39,4,50.3,183
1640,67,1960,2038632,2.85,-2400.0,17.0,7.5,18,22.7,119
946,37,2020,1207359,0.73,5000.0,37.3,1.34,131,66.8,158
2648,110,2016,6303974,1.3,-21272.0,25.0,2.52,52,56.7,111
2638,109,1980,3146619,0.41,-14959.0,27.9,2.18,12,83.4,119
1165,48,2016,1316510,0.09,3911.0,41.7,1.59,31,68.4,154
16,0,1960,8996973,1.7,-4000.0,18.8,7.45,14,8.4,48
2620,108,1980,145144,2.19,6.0,21.5,3.91,8,57.4,184
895,34,2017,4182857,-0.61,-8001.0,43.3,1.48,75,56.8,128
18,1,2020,2877797,-0.11,-14000.0,36.4,1.62,105,63.5,140
4020,170,2017,3436641,0.37,-3000.0,35.2,2.0,20,95.8,133
3201,132,2005,179727,0.6,-3128.0,20.3,4.44,64,21.2,186
1003,40,2017,5732274,0.37,15200.0,41.7,1.74,135,87.8,114
445,17,1955,3331036,1.57,-4772.0,19.8,6.5,3,35.7,87
1923,77,1980,16417197,3.87,-586.0,15.0,7.64,29,15.4,40
998,39,1960,15248251,2.44,15000.0,18.2,5.98,7,22.3,33
461,18,1965,3535643,1.85,-10000.0,21.9,3.68,69,22.8,94
1567,63,1970,4154605,1.79,0.0,19.2,6.21,17,16.2,95
3924,166,1965,7986066,3.37,25000.0,16.8,7.05,40,5.5,65
2049,84,1980,1340255,2.92,-1308.0,16.9,5.69,44,11.2,144
2670,111,2000,11331557,3.61,-1989.0,15.9,7.7,9,16.2,68
2452,101,2016,627264,0.05,-480.0,37.9,1.72,47,66.3,166
1502,61,2017,164281,0.82,-506.0,30.3,2.42,304,94.7,191
3301,137,2020,98347,0.62,-200.0,34.2,2.46,214,56.2,200
2628,109,2018,4743131,0.87,14881.0,37.4,2.01,18,86.7,125
530,20,1975,161626,4.53,2177.0,19.6,5.49,31,64.2,178
1194,49,1965,25013626,2.46,-4000.0,18.1,6.9,25,7.6,25
4153,176,1985,9572175,3.8,-10000.0,14.8,8.8,18,18.9,69
581,23,1990,5438957,2.74,-36001.0,16.1,7.46,212,6.2,96
2716,113,2019,25666161,0.46,-5403.0,34.4,1.93,213,62.3,54
1258,51,1995,5119005,0.49,9445.0,37.8,1.82,17,81.0,104
3497,145,1955,2619712,1.08,0.0,18.9,6.65,4,9.1,102
825,31,2016,4980996,2.57,-4000.0,19.0,4.65,15,67.9,119
1077,43,2010,15011117,1.66,-9000.0,25.0,2.69,60,62.4,66
4165,177,2015,15879361,3.14,-10000.0,16.7,5.2,21,42.5,69
1132,46,2005,749535,4.34,10001.0,20.6,5.69,27,58.3,162
4142,176,2020,29825964,2.28,-30000.0,20.2,3.84,56,38.4,48
2928,122,1955,22177058,3.6,-9824.0,17.2,7.42,74,28.7,23
444,17,1960,3656955,1.88,-2352.0,19.3,6.4,3,37.1,89
2948,124,2019,10226187,-0.29,-6000.0,44.3,1.28,112,65.9,88
2058,85,2017,4702226,2.52,-5000.0,18.9,4.67,49,51.0,123
3018,127,1955,291658,3.29,509.0,18.8,6.93,117,27.9,160
2869,119,1980,3571205,2.61,-1729.0,18.0,5.87,8,12.1,111
160,6,2019,2957731,0.2,-4998.0,34.1,1.73,104,62.8,137
44,2,2000,31042235,1.54,-32883.0,21.7,2.89,13,60.2,34
2164,89,2018,26262313,2.71,-1500.0,18.9,4.34,45,37.2,51
331,12,1990,10151134,0.5,-4604.0,33.1,2.08,50,66.4,69
980,38,1960,9590174,0.48,-7277.0,33.2,2.38,124,59.5,46
1441,58,1975,9014085,0.8,4154.0,32.4,2.53,70,66.9,62
2539,105,2018,2448301,1.9,-4806.0,21.3,3.58,3,52.9,143
221,8,2000,8069276,0.2,13016.0,38.2,1.39,98,60.2,90
2183,90,2017,17670196,2.7,-16053.0,17.4,4.75,187,17.6,64
3549,148,1965,1191379,2.19,-15529.0,16.1,8.0,198,48.9,136
3031,128,1980,22615639,0.86,-20000.0,30.4,2.55,98,46.1,33
3789,161,2016,101133,0.35,-800.0,22.0,3.75,140,24.6,199
2434,100,2016,3056364,1.93,-852.0,27.3,2.85,2,67.6,137
912,35,2018,11338134,-0.01,-14400.0,41.1,1.69,107,78.1,81
3708,157,1980,18538259,3.14,-5008.0,16.8,6.73,21,14.7,36
4029,170,1980,2915389,0.6,-12000.0,30.2,2.89,17,85.4,122
3199,132,2015,193513,0.8,-2438.0,20.9,4.16,68,18.9,188
2614,108,2010,253527,1.41,341.0,30.6,2.28,14,66.4,183
4148,176,2010,23154855,2.86,-13154.0,17.9,5.0,44,32.4,52
635,26,1990,11780088,3.19,-3900.0,16.7,6.6,25,39.4,60
3747,159,1965,519686,1.83,0.0,19.4,6.2,35,12.0,154
3594,151,2010,1064837,0.66,-7644.0,19.0,3.56,62,25.4,158
1843,74,2016,2906236,0.53,-11332.0,29.4,2.06,268,54.6,139
1847,74,2000,2654701,0.94,-18656.0,24.9,2.7,245,51.9,136
2737,114,2016,2080743,0.07,-1000.0,37.8,1.5,83,57.6,146
2392,98,1965,218651,2.71,-600.0,18.3,6.46,69,26.3,199
3526,147,1990,17325773,1.38,-27488.0,24.2,2.64,276,18.5,48
2436,100,2010,2719896,1.49,-2200.0,25.7,2.4,2,67.4,141
1232,50,2019,889953,0.73,-6202.0,27.1,2.79,49,58.6,161
637,26,1980,8621406,2.96,0.0,17.7,6.5,18,31.9,68
2168,89,2010,21151640,2.9,-1500.0,18.0,4.83,36,31.9,55
173,6,1970,2525068,2.69,20680.0,20.3,3.45,89,59.9,119
47,2,1985,22431502,3.14,-16204.0,17.1,6.32,9,48.3,35
3325,138,2010,6415634,2.59,12000.0,18.2,5.57,89,39.1,105
968,38,2016,10618857,0.16,22011.0,41.8,1.51,137,73.5,84
1311,53,2000,240686,1.99,697.0,25.6,2.61,66,55.2,182
140,4,1955,49648,1.75,-195.0,18.8,4.5,113,37.2,194
1158,47,1965,1148189,2.65,1399.0,18.2,6.82,11,15.9,139
558,22,2015,18110624,3.02,-25000.0,17.0,5.65,66,27.5,60
1304,53,2019,279287,0.58,-1000.0,31.9,2.02,76,63.9,185
3710,157,1970,13535481,3.07,7212.0,17.0,6.79,15,7.9,38
1134,46,1995,496768,3.45,4000.0,18.9,5.97,18,41.2,165
20,1,2018,2882740,-0.05,-14000.0,35.2,1.69,105,61.4,140
2246,93,1980,7090126,1.81,-35000.0,17.9,7.15,6,18.5,77
1428,58,2020,10423054,-0.48,-16000.0,45.6,1.3,81,84.9,87
1888,75,1975,2065913,3.72,-5941.0,16.4,7.79,23,57.6,130
604,24,1965,230418,2.69,-233.0,16.8,6.97,57,18.2,167
132,4,1995,68670,1.89,446.0,26.5,2.09,156,36.4,203
3417,141,1995,359281,2.87,-1336.0,17.9,5.53,13,14.7,174
243,9,1980,6150733,1.63,-10093.0,20.9,3.8,74,52.8,84
622,25,1965,6467197,2.48,0.0,16.7,6.95,37,10.8,67
1939,78,1990,72400,2.5,-133.0,20.4,4.8,89,35.0,198
457,18,1985,4392131,1.0,-6000.0,27.3,2.02,86,37.6,104
430,17,2018,11353142,1.43,-9504.0,24.4,2.99,10,68.6,80
2033,83,1970,2297434,1.89,-14000.0,18.7,5.23,225,59.5,123
2845,118,2010,3642687,1.81,4449.0,27.2,2.63,49,65.1,130
3621,152,1965,7745673,0.69,16070.0,36.2,2.31,19,77.1,55
1399,57,2010,24779619,2.58,30000.0,20.0,4.37,109,50.2,47
1971,80,2010,5422293,1.33,-15321.0,24.0,2.78,28,35.3,112
2656,110,1980,3265519,3.07,-11606.0,16.4,6.35,27,50.1,115
2542,105,2015,2314904,1.79,-7407.0,21.1,3.63,3,49.1,143
3690,156,1980,3905446,2.87,4560.0,18.2,5.9,28,34.3,106
614,25,2005,13273354,1.78,-7031.0,20.4,3.44,75,19.2,66
966,38,2018,10665677,0.23,22011.0,41.8,1.51,138,73.5,85
449,18,2017,3351525,-1.03,-21585.0,41.2,1.31,66,50.1,135
1164,48,2017,1319390,0.22,3911.0,41.7,1.59,31,68.2,154
3512,146,1970,33883749,1.06,-29187.0,29.8,2.84,68,66.2,22
977,38,1975,10069955,0.51,2000.0,32.7,2.21,130,69.9,56
3513,146,1965,32146263,1.12,-38761.0,30.0,2.81,64,61.5,17
1086,43,1965,5243977,2.91,-1800.0,17.8,6.65,21,36.7,78
3759,160,1995,4226291,2.29,-23300.0,17.1,5.9,78,31.1,117
1934,78,2015,110930,1.51,-825.0,22.3,3.79,137,52.3,193
2944,123,1965,31360907,1.15,-12509.0,27.4,2.72,102,50.1,19
152,5,1985,30216279,1.61,28000.0,27.1,3.15,11,85.5,29
2859,119,2018,8606323,1.99,-800.0,21.7,3.79,19,12.9,99
229,8,1960,7070766,0.34,-10400.0,35.4,2.57,86,64.7,64
1233,50,2018,883483,0.69,-6202.0,27.1,2.79,48,58.1,161
2516,103,1965,8039215,2.27,-4700.0,18.7,6.56,10,8.0,63
3755,160,2015,7323158,2.66,-1999.0,18.8,4.69,135,40.6,102
535,21,2020,6948445,-0.74,-4800.0,44.6,1.56,64,75.6,107
2531,104,1980,34224313,2.26,0.0,19.1,5.15,52,23.4,27
632,26,2005,17733410,2.71,-10800.0,17.6,5.45,38,47.7,59
2550,105,1975,947921,3.01,-539.0,17.7,6.6,1,22.6,146
2504,103,2017,28649018,2.94,-5000.0,17.2,5.16,36,36.7,48
3925,166,1960,6767095,2.82,0.0,17.1,6.95,34,4.4,65
1507,61,2000,155329,1.31,-823.0,27.3,2.88,288,93.1,188
2117,87,1995,3626612,-0.38,-20060.0,34.0,1.82,58,67.3,121
3205,132,1985,159990,0.57,-3739.0,17.6,5.91,57,21.2,183
247,9,1960,3895397,3.19,0.0,22.0,5.6,47,52.7,85
127,4,2016,94527,1.03,0.0,32.8,2.0,215,26.5,201
262,10,1975,188896,2.21,190.0,19.7,3.54,19,70.0,176
421,16,1985,464266,2.67,159.0,18.0,6.35,12,13.0,161
137,4,1970,64177,1.8,-240.0,17.4,4.0,146,35.4,196
1001,40,2019,5771876,0.34,15200.0,41.7,1.74,136,88.0,115
162,6,2017,2944791,0.29,-4998.0,34.1,1.73,103,62.8,138
3577,150,2005,499464,1.18,-1825.0,25.5,2.83,3,66.6,167
3602,151,1970,431253,2.89,-793.0,16.3,6.85,25,10.0,159
3196,132,2018,196129,0.4,-2803.0,21.1,4.11,69,18.4,188
2545,105,2000,1794571,1.97,-4235.0,18.5,4.26,2,34.3,146
383,15,2000,6865951,3.06,-570.0,17.3,6.16,61,38.3,94
324,12,2017,9450231,0.05,8730.0,39.7,1.66,47,78.3,94
1568,63,1965,3801705,1.7,0.0,19.6,6.15,15,13.2,90
1402,57,1995,17014057,2.86,-3200.0,18.1,5.34,75,39.5,52
283,11,1960,162427,3.99,1572.0,19.6,6.97,214,82.3,172
176,6,1955,1563507,2.93,9973.0,22.7,4.49,55,46.0,121
3422,141,1970,160250,3.21,292.0,18.2,6.54,6,8.9,175
3592,151,2016,1113997,0.9,-8353.0,19.9,3.11,65,28.3,159
997,39,1965,17369883,2.64,24530.0,18.2,6.04,8,23.4,33
3728,158,1970,36884536,3.0,0.0,18.0,5.99,72,20.9,18
2617,108,1995,193293,2.56,1266.0,25.3,2.92,11,59.5,183
1695,69,1955,157642,2.02,-83.0,26.2,3.86,2,76.8,171
365,14,2000,247315,3.63,2382.0,19.2,3.85,11,45.4,181
467,19,2017,2205080,2.09,3000.0,23.2,2.99,4,71.4,145
2388,98,1985,355280,3.2,1600.0,20.3,4.45,112,61.5,196
864,32,2000,3962372,2.25,17905.0,25.3,2.61,78,58.5,120
2619,108,1985,155982,1.45,-658.0,22.2,3.34,9,58.8,184
1518,62,2019,17581472,1.93,-9215.0,21.6,3.13,164,51.4,66
2432,100,2018,3170216,1.81,-852.0,27.3,2.85,2,67.4,136
2870,119,1975,3139945,2.44,-1284.0,18.0,6.09,7,10.9,112
234,9,2017,9845320,1.12,1200.0,30.7,2.09,119,55.2,90
2636,109,1990,3398172,0.78,-1884.0,31.1,2.03,13,84.7,124
1430,58,2018,10522246,-0.45,-16000.0,43.8,1.34,82,83.7,87
1323,54,2018,2119275,2.64,3260.0,22.4,4.08,8,87.2,146
2851,118,1980,1978487,2.54,-2815.0,19.1,4.19,27,50.4,133
3231,133,2018,211028,1.9,-1680.0,18.3,4.55,220,72.0,187
239,9,2000,8122741,0.88,-22370.0,25.6,2.25,98,51.4,89
835,31,1970,1326885,2.81,0.0,17.8,6.19,4,40.2,138
170,6,1985,3335940,1.48,-10246.0,25.3,2.5,117,67.1,119
1055,42,2018,10627141,1.08,-30000.0,26.8,2.43,220,83.0,86
2717,113,2018,25549604,0.47,-5403.0,34.4,1.93,212,62.0,52
3862,165,2015,5565287,1.81,-10000.0,25.6,3.0,12,50.3,115
2141,88,1965,330161,0.97,1705.0,35.3,2.4,127,72.0,158
1587,65,1960,571819,3.45,-261.0,16.9,6.45,3,29.0,149
2383,98,2010,503579,0.21,-8000.0,24.6,3.13,159,66.6,198
3834,163,1975,5656914,2.24,-19413.0,17.8,6.39,36,47.6,82
3808,162,2015,1370328,0.63,-800.0,33.8,1.8,267,52.9,153
